ticket,fecha_venta,id_local,local,tipo_local,id_ciudad,ciudad,estado,pais,venta_ticket,item,id_estilo,id_medida,cantidad,estilo,medida,precio_lista,precio_venta,venta_item,costo_urinario,costo_venta,utilidad,id_tipo_calzado,tipo_calzado
40083,07/10/2020,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,22N,1,SERENA STORM,22 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
40634,10/10/2020,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,20M,1,SERENA STORM,20 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
40682,11/10/2020,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,21N,1,SERENA STORM,21 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
40963,14/10/2020,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,20N,1,SERENA STORM,20 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
41070,15/10/2020,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$4,066.00",1,D005,19N,2,SERENA STORM,19 NORMAL,2033.00,2033.00,4066.00,459.00,918.00,3148.00, D ,DAMA
41391,18/10/2020,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,25N,1,SERENA STORM,25 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
42107,26/10/2020,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,"$3,059.00",1,D005,21N,1,SERENA STORM,21 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
42303,28/10/2020,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,22N,1,SERENA STORM,22 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
44542,17/11/2020,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,19N,1,SERENA STORM,19 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
49759,30/12/2020,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,"$2,033.00",1,D005,21N,1,SERENA STORM,21 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
50437,04/01/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,22N,1,SERENA STORM,22 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
50897,09/01/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,21N,1,SERENA STORM,21 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
51003,09/01/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,18M,1,SERENA STORM,18 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
51498,14/01/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,19M,1,SERENA STORM,19 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
52312,21/01/2021,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,26M,1,SERENA STORM,26 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
53051,27/01/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,20N,1,SERENA STORM,20 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
53177,28/01/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,"$2,033.00",1,D005,24M,1,SERENA STORM,24 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
53562,30/01/2021,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,22N,1,SERENA STORM,22 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
55230,13/02/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,25M,1,SERENA STORM,25 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
55627,16/02/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,18M,1,SERENA STORM,18 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
56779,26/02/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,25N,1,SERENA STORM,25 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
57309,02/03/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,"$2,033.00",1,D005,19M,1,SERENA STORM,19 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
57349,02/03/2021,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,"$2,033.00",1,D005,18N,1,SERENA STORM,18 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
57703,04/03/2021,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,26N,1,SERENA STORM,26 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
57749,04/03/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,26N,1,SERENA STORM,26 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
58591,11/03/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,"$2,033.00",1,D005,21N,1,SERENA STORM,21 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
59042,15/03/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,"$2,033.00",1,D005,20N,1,SERENA STORM,20 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
59306,18/03/2021,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,"$2,033.00",1,D005,23N,1,SERENA STORM,23 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
59912,24/03/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$3,473.00",2,D005,23N,1,SERENA STORM,23 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
60414,29/03/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,"$3,329.00",1,D005,25N,1,SERENA STORM,25 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
61235,04/04/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,18N,1,SERENA STORM,18 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
62029,13/04/2021,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,27N,1,SERENA STORM,27 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
63336,21/04/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$4,066.00",1,D005,23N,2,SERENA STORM,23 NORMAL,2033.00,2033.00,4066.00,459.00,918.00,3148.00, D ,DAMA
63608,23/04/2021,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$3,161.00",1,D005,23M,1,SERENA STORM,23 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
63917,26/04/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,22M,1,SERENA STORM,22 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
64172,28/04/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,"$2,033.00",1,D005,20N,1,SERENA STORM,20 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
64572,01/05/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,"$2,033.00",1,D005,22M,1,SERENA STORM,22 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
64598,02/05/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,21M,1,SERENA STORM,21 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
65822,14/05/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,19M,1,SERENA STORM,19 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
67610,30/05/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,25N,1,SERENA STORM,25 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
67802,31/05/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,21M,1,SERENA STORM,21 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
69737,16/06/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,"$2,033.00",1,D005,18N,1,SERENA STORM,18 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
70073,20/06/2021,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,"$2,033.00",1,D005,24N,1,SERENA STORM,24 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
70778,26/06/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,26M,1,SERENA STORM,26 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
71195,30/06/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,25N,1,SERENA STORM,25 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
71778,05/07/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$9,931.00",2,D005,18M,4,SERENA STORM,18 Y MEDIO,2033.00,2033.00,8132.00,459.00,1836.00,6296.00, D ,DAMA
72720,13/07/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,25N,1,SERENA STORM,25 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
73934,20/07/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,27N,1,SERENA STORM,27 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
74369,22/07/2021,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,24M,1,SERENA STORM,24 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
75105,29/07/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,"$2,033.00",1,D005,19M,1,SERENA STORM,19 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
75851,06/08/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,27M,1,SERENA STORM,27 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
76583,11/08/2021,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,"$6,099.00",1,D005,18M,3,SERENA STORM,18 Y MEDIO,2033.00,2033.00,6099.00,459.00,1377.00,4722.00, D ,DAMA
76943,14/08/2021,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,"$2,033.00",1,D005,19M,1,SERENA STORM,19 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
77672,20/08/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,25M,1,SERENA STORM,25 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
77867,22/08/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,24N,1,SERENA STORM,24 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
79158,31/08/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,19N,1,SERENA STORM,19 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
79378,02/09/2021,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,"$2,033.00",1,D005,27M,1,SERENA STORM,27 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
80887,17/09/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,18M,1,SERENA STORM,18 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
81708,24/09/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,23M,1,SERENA STORM,23 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
82054,27/09/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,24M,1,SERENA STORM,24 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
82756,03/10/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,27N,1,SERENA STORM,27 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
83295,07/10/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,26N,1,SERENA STORM,26 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
83683,12/10/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,24N,1,SERENA STORM,24 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
84183,16/10/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,19M,1,SERENA STORM,19 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
84988,25/10/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,21M,1,SERENA STORM,21 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
85177,29/10/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,23N,1,SERENA STORM,23 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
85320,30/10/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,25M,1,SERENA STORM,25 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
86316,11/11/2021,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,21N,1,SERENA STORM,21 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
86669,14/11/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,24M,1,SERENA STORM,24 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
88592,01/12/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,"$8,132.00",1,D005,19M,4,SERENA STORM,19 Y MEDIO,2033.00,2033.00,8132.00,459.00,1836.00,6296.00, D ,DAMA
89164,05/12/2021,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,"$2,033.00",1,D005,25M,1,SERENA STORM,25 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
89689,11/12/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,"$6,099.00",1,D005,28N,3,SERENA STORM,28 NORMAL,2033.00,2033.00,6099.00,459.00,1377.00,4722.00, D ,DAMA
90461,25/12/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,033.00",1,D005,22N,1,SERENA STORM,22 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
90788,28/12/2021,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,"$2,033.00",1,D005,18N,1,SERENA STORM,18 NORMAL,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
95452,24/12/2021,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,25M,1,SERENA STORM,25 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
96706,19/12/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,033.00",1,D005,21M,1,SERENA STORM,21 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
97003,21/12/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,"$2,033.00",1,D005,18M,1,SERENA STORM,18 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
10035,02/01/2020,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,030.00",1,S002,24M,1,CITUAN,24 Y MEDIO,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
10389,04/01/2020,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,030.00",1,S002,26N,1,CITUAN,26 NORMAL,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
10746,08/01/2020,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,"$2,030.00",1,S002,26M,1,CITUAN,26 Y MEDIO,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
11683,16/01/2020,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,030.00",1,S002,29M,1,CITUAN,29 Y MEDIO,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
12077,22/01/2020,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,030.00",1,S002,27M,1,CITUAN,27 Y MEDIO,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
12531,27/01/2020,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,"$2,030.00",1,S002,24N,1,CITUAN,24 NORMAL,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
12599,28/01/2020,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,030.00",1,S002,28M,1,CITUAN,28 Y MEDIO,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
12714,29/01/2020,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,030.00",1,S002,26M,1,CITUAN,26 Y MEDIO,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
12802,30/01/2020,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,"$2,030.00",1,S002,25N,1,CITUAN,25 NORMAL,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
12831,31/01/2020,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,030.00",1,S002,25N,1,CITUAN,25 NORMAL,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
12851,31/01/2020,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,030.00",1,S002,22M,1,CITUAN,22 Y MEDIO,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
15242,22/02/2020,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,030.00",1,S002,24N,1,CITUAN,24 NORMAL,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
15586,25/02/2020,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,030.00",1,S002,29M,1,CITUAN,29 Y MEDIO,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
16529,03/03/2020,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,030.00",1,S002,20M,1,CITUAN,20 Y MEDIO,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
17100,08/03/2020,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,030.00",1,S002,30N,1,CITUAN,30 NORMAL,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
17666,11/03/2020,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$8,120.00",1,S002,28N,4,CITUAN,28 NORMAL,2030.00,2030.00,8120.00,394.00,1576.00,6544.00, S ,DEPORTIVO
18247,16/03/2020,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,"$2,030.00",1,S002,28N,1,CITUAN,28 NORMAL,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
19520,27/03/2020,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,030.00",1,S002,29N,1,CITUAN,29 NORMAL,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
19755,30/03/2020,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,030.00",1,S002,21N,1,CITUAN,21 NORMAL,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
20291,04/04/2020,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,030.00",1,S002,20N,1,CITUAN,20 NORMAL,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
20985,12/04/2020,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,030.00",1,S002,25M,1,CITUAN,25 Y MEDIO,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
21126,13/04/2020,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,"$2,030.00",1,S002,26N,1,CITUAN,26 NORMAL,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
21149,13/04/2020,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,"$2,030.00",1,S002,21N,1,CITUAN,21 NORMAL,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
22201,24/04/2020,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,030.00",1,S002,26N,1,CITUAN,26 NORMAL,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
22405,26/04/2020,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$4,060.00",1,S002,23N,2,CITUAN,23 NORMAL,2030.00,2030.00,4060.00,394.00,788.00,3272.00, S ,DEPORTIVO
24620,18/05/2020,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,"$2,030.00",1,S002,28N,1,CITUAN,28 NORMAL,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
24743,20/05/2020,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,030.00",1,S002,25M,1,CITUAN,25 Y MEDIO,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
26305,03/06/2020,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,"$2,030.00",1,S002,21N,1,CITUAN,21 NORMAL,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
28613,24/06/2020,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,"$2,030.00",1,S002,21M,1,CITUAN,21 Y MEDIO,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
